block_id,hardness,blast_resistance
clayworks:chiseled_black_terracotta_bricks,1.25,4.2
clayworks:white_decorated_pot,0,0
clayworks:orange_decorated_pot,0,0
clayworks:magenta_decorated_pot,0,0
clayworks:light_blue_decorated_pot,0,0
clayworks:yellow_decorated_pot,0,0
clayworks:lime_decorated_pot,0,0
clayworks:pink_decorated_pot,0,0
clayworks:gray_decorated_pot,0,0
clayworks:light_gray_decorated_pot,0,0
clayworks:cyan_decorated_pot,0,0
clayworks:purple_decorated_pot,0,0
clayworks:blue_decorated_pot,0,0
clayworks:brown_decorated_pot,0,0
clayworks:green_decorated_pot,0,0
clayworks:red_decorated_pot,0,0
clayworks:black_decorated_pot,0,0
vschunkloader:ammo_assembler,5,5
vschunkloader:ammo_manager,10,10
vschunkloader:chunk_loader,5,5
vschunkloader:chunk_loader_weak,3,3
valkyrienskies:test_chair,1,120
valkyrienskies:test_hinge,10,1200
valkyrienskies:test_flap,10,1200
valkyrienskies:test_wing,10,1200
valkyrienskies:test_sphere,0,0
the_vmod:simple_messager,2,2
the_vmod:cone_thruster,2,2
unusual_furniture:spruce_bench,1,10
unusual_furniture:industrial_table,1,10
unusual_furniture:industrial_coffee_table,1,10
unusual_furniture:carved_oak,1,10
unusual_furniture:carved_spruce,1,10
unusual_furniture:carved_birch,1,10
unusual_furniture:carved_jungle,1,10
unusual_furniture:carved_acacia,1,10
unusual_furniture:carved_dark_oak,1,10
unusual_furniture:carved_mangrove,1,10
unusual_furniture:carved_cherry,1,10
unusual_furniture:carved_bamboo,1,10
unusual_furniture:carved_warped,1,10
unusual_furniture:carved_crimson,1,10
unusual_furniture:oak_bench,1,10
unusual_furniture:jungle_bench,1,10
unusual_furniture:birch_bench,1,10
unusual_furniture:acacia_bench,1,10
unusual_furniture:dark_oak_bench,1,10
unusual_furniture:mangrove_bench,1,10
unusual_furniture:cherry_bench,1,10
unusual_furniture:bamboo_bench,1,10
unusual_furniture:crimson_bench,1,10
unusual_furniture:warped_bench,1,10
unusual_furniture:spruce_table,1,10
unusual_furniture:oak_table,1,10
unusual_furniture:birch_table,1,10
unusual_furniture:jungle_table,1,10
unusual_furniture:acacia_table,1,10
unusual_furniture:dark_oak_table,1,10
unusual_furniture:mangrove_table,1,10
unusual_furniture:cherry_table,1,10
unusual_furniture:bamboo_table,1,10
unusual_furniture:crimson_table,1,10
unusual_furniture:warped_table,1,10
unusual_furniture:oak_celling_lamp,1,10
unusual_furniture:spruce_celling_lamp,1,10
unusual_furniture:birch_celling_lamp,1,10
unusual_furniture:jungle_celling_lamp,1,10
unusual_furniture:acacia_celling_lamp,1,10
unusual_furniture:dark_oak_celling_lamp,1,10
unusual_furniture:mangrove_celling_lamp,1,10
unusual_furniture:cherry_celling_lamp,1,10
unusual_furniture:bamboo_celling_lamp,1,10
unusual_furniture:crimson_celling_lamp,1,10
unusual_furniture:warped_celling_lamp,1,10
unusual_furniture:copper_celling_lamp,1,10
unusual_furniture:oak_stool,1,10
unusual_furniture:spruce_stool,1,10
unusual_furniture:birch_stool,1,10
unusual_furniture:jungle_stool,1,10
unusual_furniture:acacia_stool,1,10
unusual_furniture:dark_oak_stool,1,10
unusual_furniture:mangrove_stool,1,10
unusual_furniture:cherry_stool,1,10
unusual_furniture:bamboo_stool,1,10
unusual_furniture:crimson_stool,1,10
unusual_furniture:warped_stool,1,10
unusual_furniture:oak_chair,1,10
unusual_furniture:spruce_chair,1,10
unusual_furniture:birch_chair,1,10
unusual_furniture:jungle_chair,1,10
unusual_furniture:acacia_chair,1,10
unusual_furniture:dark_oak_chair,1,10
unusual_furniture:mangrove_chair,1,10
unusual_furniture:cherry_chair,1,10
unusual_furniture:bamboo_chair,1,10
unusual_furniture:crimson_chair,1,10
unusual_furniture:warped_chair,1,10
unusual_furniture:oak_coffee_table,1,10
unusual_furniture:spruce_coffee_table,1,10
unusual_furniture:birch_coffee_table,1,10
unusual_furniture:jungle_coffee_table,1,10
unusual_furniture:acacia_coffee_table,1,10
unusual_furniture:dark_oak_coffee_table,1,10
unusual_furniture:mangrove_coffee_table,1,10
unusual_furniture:cherry_coffee_table,1,10
unusual_furniture:bamboo_coffee_table,1,10
unusual_furniture:crimson_coffee_table,1,10
unusual_furniture:warped_coffee_table,1,10
unusual_furniture:oak_open_riser_stairs,1,10
unusual_furniture:spruce_open_riser_stairs,1,10
unusual_furniture:birch_open_riser_stairs,1,10
unusual_furniture:jungle_open_riser_stairs,1,10
unusual_furniture:acacia_open_riser_stairs,1,10
unusual_furniture:dark_oak_open_riser_stairs,1,10
unusual_furniture:mangrove_open_riser_stairs,1,10
unusual_furniture:cherry_open_riser_stairs,1,10
unusual_furniture:bamboo_open_riser_stairs,1,10
unusual_furniture:crimson_open_riser_stairs,1,10
unusual_furniture:warped_open_riser_stairs,1,10
unusual_furniture:white_sofa,1,10
unusual_furniture:light_gray_sofa,1,10
unusual_furniture:gray_sofa,1,10
unusual_furniture:black_sofa,1,10
unusual_furniture:brown_sofa,1,10
unusual_furniture:red_sofa,1,10
unusual_furniture:orange_sofa,1,10
unusual_furniture:yellow_sofa,1,10
unusual_furniture:lime_sofa,1,10
unusual_furniture:green_sofa,1,10
unusual_furniture:cyan_sofa,1,10
unusual_furniture:light_blue_sofa,1,10
unusual_furniture:blue_sofa,1,10
unusual_furniture:purple_sofa,1,10
unusual_furniture:magenta_sofa,1,10
unusual_furniture:pink_sofa,1,10
unusual_furniture:tropical_plant,0,0
unusual_furniture:wall_tropical_plant,0,0
unusual_furniture:mushroom_patch,0,0
unusual_furniture:wall_mushroom_patch,0,0
unusual_furniture:water_plants,0,0
unusual_furniture:small_cattail,0,0
unusual_furniture:big_cattail,0,0
unusual_furniture:small_lily_pads,0,0
unusual_furniture:scum_plant,0,0
unusual_furniture:scum_plant_2,0,0
unusual_furniture:oak_railing,1,10
unusual_furniture:spruce_railing,1,10
unusual_furniture:birch_railing,1,10
unusual_furniture:jungle_railing,1,10
unusual_furniture:acacia_railing,1,10
unusual_furniture:dark_oak_railing,1,10
unusual_furniture:mangrove_railing,1,10
unusual_furniture:cherry_railing,1,10
unusual_furniture:bamboo_railing,1,10
unusual_furniture:crimson_railing,1,10
unusual_furniture:warped_railing,1,10
unusual_furniture:oak_drawer,1,10
unusual_furniture:spruce_drawer,1,10
unusual_furniture:birch_drawer,1,10
unusual_furniture:jungle_drawer,1,10
unusual_furniture:acacia_drawer,1,10
unusual_furniture:dark_oak_drawer,1,10
unusual_furniture:mangrove_drawer,1,10
unusual_furniture:cherry_drawer,1,10
unusual_furniture:bamboo_drawer,1,10
unusual_furniture:crimson_drawer,1,10
unusual_furniture:warped_drawer,1,10
unusual_furniture:oak_beam,1,10
unusual_furniture:greek_pot,1,10
unusual_furniture:spruce_beam,1,10
unusual_furniture:birch_beam,1,10
unusual_furniture:jungle_beam,1,10
unusual_furniture:acacia_beam,1,10
unusual_furniture:dark_oak_beam,1,10
unusual_furniture:mangrove_beam,1,10
unusual_furniture:cherry_beam,1,10
unusual_furniture:bamboo_beam,1,10
unusual_furniture:crimson_beam,1,10
unusual_furniture:warped_beam,1,10
unusual_furniture:huge_pot,1,10
unusual_furniture:stone_pot,1,10
unusual_furniture:tall_clay_pot,1,10
unusual_furniture:vintage_flower_pot,1,10
unusual_furniture:blackstone_pot,1,10
unusual_furniture:fudge_pot,1,10
unusual_furniture:hanging_pot,1,10
unusual_furniture:large_hanging_pot,1,10
unusual_furniture:wooden_hanging_pot,1,10
unusual_furniture:poster,0.01,10
unusual_furniture:trash,1,10
unusual_furniture:fire_hydrant,1,10
unusual_furniture:emergency_fire_hydrant,1,10
unusual_furniture:manhole,1,10
unusual_furniture:decorative_toolbox,1,10
unusual_furniture:decorated_iron_beam,1,10
unusual_furniture:iron_beam,1,10
unusual_furniture:floor_lamp_decoration_villager,1,10
unusual_furniture:floor_lamp_decoration_bat,1,10
unusual_furniture:iron_lamp,1,10
unusual_furniture:sphere_lamp,1,10
unusual_furniture:hit_box_guides,1,10
unusual_furniture:warning_barrier,1,10
unusual_furniture:road_works_barrier,1,10
unusual_furniture:danger_barrier,1,10
unusual_furniture:wooden_barrier,1,10
unusual_furniture:blackboard_menu,1,10
unusual_furniture:red_curtain,0.5,10
unusual_furniture:white_curtain,0.5,10
unusual_furniture:light_gray_curtain,0.5,10
unusual_furniture:gray_curtain,0.5,10
unusual_furniture:black_curtain,0.5,10
unusual_furniture:brown_curtains,0.5,10
unusual_furniture:orange_curtain,0.5,10
unusual_furniture:yellow_curtain,0.5,10
unusual_furniture:oak_shelf,1,10
unusual_furniture:spruce_shelf,1,10
unusual_furniture:birch_shelf,1,10
unusual_furniture:jungle_shelf,1,10
unusual_furniture:acacia_shelf,1,10
unusual_furniture:dark_oak_shelf,1,10
unusual_furniture:mangrove_shelf,1,10
unusual_furniture:cherry_shelf,1,10
unusual_furniture:bamboo_shelf,1,10
unusual_furniture:warped_shelf,1,10
unusual_furniture:crimson_shelf,1,10
unusual_furniture:wooden_clock,1,10
unusual_furniture:spruce_floor_lamp,1,10
unusual_furniture:lime_curtain,0.5,10
unusual_furniture:green_curtain,0.5,10
unusual_furniture:cyan_curtain,0.5,10
unusual_furniture:light_blue_curtain,0.5,10
unusual_furniture:blue_curtain,0.5,10
unusual_furniture:purple_curtain,0.5,10
unusual_furniture:magenta_curtain,0.5,10
unusual_furniture:pink_curtain,0.5,10
unusual_furniture:pig_plush,0.7,10
unusual_furniture:cow_plush,0.7,10
unusual_furniture:cat_plush,0.7,10
unusual_furniture:mystery_crate,1,10
unusual_furniture:pebble_bag,1,0
tfmg:steel_block,5,6
tfmg:cast_iron_block,5,6
tfmg:aluminum_block,5,6
tfmg:plastic_block,0.8,0.8
tfmg:lead_block,5,6
tfmg:nickel_block,5,6
tfmg:lithium_block,5,6
tfmg:coal_coke_block,5,6
tfmg:heavy_casing_door,3,6
tfmg:steel_door,3,6
tfmg:steel_gearbox,1.5,6
tfmg:napalm_bomb,5,6
tfmg:fossilstone,100,1200
tfmg:lithium_torch,0,0
tfmg:oil_deposit,69696968,69696968
tfmg:steel_casing,1.5,6
tfmg:heavy_machinery_casing,1.5,6
tfmg:electric_casing,1.5,6
tfmg:lead_ore,3,3
tfmg:deepslate_lead_ore,4.5,3
tfmg:nickel_ore,3,3
tfmg:deepslate_nickel_ore,4.5,3
tfmg:lithium_ore,3,3
tfmg:deepslate_lithium_ore,4.5,3
tfmg:sulfur,0.75,0.75
tfmg:lignite,0.75,0.75
tfmg:cement,0.5,0.5
tfmg:fireclay,0.6,0.6
tfmg:light_bulb,5,6
tfmg:rgb_light_bulb,5,6
tfmg:copycat_cable_block,3,6
tfmg:copycat_cable_base,3,6
tfmg:brass_cable_hub,5,6
tfmg:copper_cable_hub,3,6
tfmg:steel_cable_hub,5,6
tfmg:aluminum_cable_hub,5,6
tfmg:steel_casing_cable_hub,5,6
tfmg:heavy_cable_hub,5,6
tfmg:cable_tube,5,6
tfmg:neon_tube,0.3,0.3
tfmg:diagonal_cable_block,5,6
tfmg:firebox,1.5,6
tfmg:accumulator,5,6
tfmg:capacitor,5,6
tfmg:converter,5,6
tfmg:polarizer,5,6
tfmg:voltmeter,5,6
tfmg:energy_meter,5,6
tfmg:fuse_block,5,6
tfmg:segmented_display,5,6
tfmg:electric_pump,5,6
tfmg:traffic_light,5,6
tfmg:voltage_observer,5,6
tfmg:transistor,5,6
tfmg:electric_post,5,6
tfmg:electric_diode,5,6
tfmg:resistor,5,6
tfmg:copper_coil,5,6
tfmg:electric_motor,5,6
tfmg:rotor,5,6
tfmg:stator,5,6
tfmg:generator,5,6
tfmg:galvanic_cell,5,6
tfmg:cable_connector,5,6
tfmg:creative_generator,5,6
tfmg:voltage_cube,5,6
tfmg:debug_source,5,6
tfmg:debug_electric_block,5,6
tfmg:formwork_block,2,3
tfmg:rebar_formwork_block,2,3
tfmg:exhaust,3,6
tfmg:flarestack,3,6
tfmg:surface_scanner,3,6
tfmg:steel_fluid_tank,3,6
tfmg:steel_distillation_output,3,6
tfmg:steel_distillation_controller,3,6
tfmg:industrial_pipe,5,6
tfmg:machine_input,4.5,4.5
tfmg:pumpjack_hammer,0,0
tfmg:pumpjack_crank,5,6
tfmg:pumpjack_hammer_part,5,6
tfmg:pumpjack_hammer_head,5,6
tfmg:pumpjack_hammer_connector,5,6
tfmg:large_pumpjack_hammer_part,5,6
tfmg:large_pumpjack_hammer_head,5,6
tfmg:large_pumpjack_hammer_connector,5,6
tfmg:pumpjack_base,5,6
tfmg:fireproof_bricks,2,6
tfmg:fireproof_brick_reinforcement,2,6
tfmg:blast_furnace_output,2,6
tfmg:molten_metal,0,0
tfmg:brick_smokestack,2,6
tfmg:metal_smokestack,5,6
tfmg:concrete_smokestack,5,6
tfmg:casting_basin,5,6
tfmg:casting_spout,5,6
tfmg:coke_oven,2,6
tfmg:air_intake,3,6
tfmg:steel_cogwheel,1.5,6
tfmg:large_steel_cogwheel,1.5,6
tfmg:aluminum_cogwheel,1.5,6
tfmg:large_aluminum_cogwheel,1.5,6
tfmg:gasoline_engine,1.5,6
tfmg:gasoline_engine_back,1.5,6
tfmg:lpg_engine,1.5,6
tfmg:lpg_engine_back,1.5,6
tfmg:turbine_engine,1.5,6
tfmg:turbine_engine_back,1.5,6
tfmg:diesel_engine,3,6
tfmg:diesel_engine_expansion,3,6
tfmg:radial_engine,3,6
tfmg:large_radial_engine,3,6
tfmg:radial_engine_input,3,6
tfmg:radial_engine_input_ponder,3,6
tfmg:compact_engine,3,6
tfmg:low_grade_fuel_engine,3,6
tfmg:steel_truss,5,6
tfmg:aluminum_truss,5,6
tfmg:cast_iron_truss,5,6
tfmg:lead_truss,5,6
tfmg:nickel_truss,5,6
tfmg:copper_truss,3,6
tfmg:zinc_truss,5,6
tfmg:brass_truss,5,6
tfmg:steel_frame,3,3
tfmg:lead_frame,2,2
tfmg:copper_frame,2,2
tfmg:zinc_frame,2,2
tfmg:brass_frame,2,2
tfmg:aluminum_frame,3,3
tfmg:cast_iron_frame,3,3
tfmg:nickel_frame,3,3
tfmg:hardened_planks,2,3
tfmg:hardened_planks_slab,3,3
tfmg:lead_glass,0.3,0.3
tfmg:asphalt,1.5,6
tfmg:steel_scaffolding,4,4
tfmg:aluminum_scaffolding,3,3
tfmg:steel_bars,5,6
tfmg:aluminum_bars,5,6
tfmg:cast_iron_bars,5,6
tfmg:lead_bars,5,6
tfmg:nickel_bars,5,6
tfmg:steel_ladder,0.4,0.4
tfmg:aluminum_ladder,0.4,0.4
tfmg:cast_iron_ladder,0.4,0.4
tfmg:lead_ladder,0.4,0.4
tfmg:nickel_ladder,0.4,0.4
tfmg:steel_flywheel,3,6
tfmg:aluminum_flywheel,3,6
tfmg:cast_iron_flywheel,3,6
tfmg:lead_flywheel,3,6
tfmg:nickel_flywheel,3,6
tfmg:factory_floor_stairs,3,6
tfmg:factory_floor,3,3
tfmg:factory_floor_slab,3,3
tfmg:cinder_block,1.5,6
tfmg:cinderflour_block,1.5,6
tfmg:black_concrete,1.5,6
tfmg:black_concrete_wall,1.5,6
tfmg:black_concrete_stairs,1.5,6
tfmg:black_concrete_slab,1.5,6
tfmg:white_concrete,1.5,6
tfmg:white_concrete_wall,1.5,6
tfmg:white_concrete_stairs,1.5,6
tfmg:white_concrete_slab,1.5,6
tfmg:blue_concrete,1.5,6
tfmg:blue_concrete_wall,1.5,6
tfmg:blue_concrete_stairs,1.5,6
tfmg:blue_concrete_slab,1.5,6
tfmg:light_blue_concrete,1.5,6
tfmg:light_blue_concrete_wall,1.5,6
tfmg:light_blue_concrete_stairs,1.5,6
tfmg:light_blue_concrete_slab,1.5,6
tfmg:red_concrete,1.5,6
tfmg:red_concrete_wall,1.5,6
tfmg:red_concrete_stairs,1.5,6
tfmg:red_concrete_slab,1.5,6
tfmg:green_concrete,1.5,6
tfmg:green_concrete_wall,1.5,6
tfmg:green_concrete_stairs,1.5,6
tfmg:green_concrete_slab,1.5,6
tfmg:lime_concrete,1.5,6
tfmg:lime_concrete_wall,1.5,6
tfmg:lime_concrete_stairs,1.5,6
tfmg:lime_concrete_slab,1.5,6
tfmg:pink_concrete,1.5,6
tfmg:pink_concrete_wall,1.5,6
tfmg:pink_concrete_stairs,1.5,6
tfmg:pink_concrete_slab,1.5,6
tfmg:magenta_concrete,1.5,6
tfmg:magenta_concrete_wall,1.5,6
tfmg:magenta_concrete_stairs,1.5,6
tfmg:magenta_concrete_slab,1.5,6
tfmg:yellow_concrete,1.5,6
tfmg:yellow_concrete_wall,1.5,6
tfmg:yellow_concrete_stairs,1.5,6
tfmg:yellow_concrete_slab,1.5,6
tfmg:gray_concrete,1.5,6
tfmg:gray_concrete_wall,1.5,6
tfmg:gray_concrete_stairs,1.5,6
tfmg:gray_concrete_slab,1.5,6
tfmg:light_gray_concrete,1.5,6
tfmg:light_gray_concrete_wall,1.5,6
tfmg:light_gray_concrete_stairs,1.5,6
tfmg:light_gray_concrete_slab,1.5,6
tfmg:brown_concrete,1.5,6
tfmg:brown_concrete_wall,1.5,6
tfmg:brown_concrete_stairs,1.5,6
tfmg:brown_concrete_slab,1.5,6
tfmg:cyan_concrete,1.5,6
tfmg:cyan_concrete_wall,1.5,6
tfmg:cyan_concrete_stairs,1.5,6
tfmg:cyan_concrete_slab,1.5,6
tfmg:purple_concrete,1.5,6
tfmg:purple_concrete_wall,1.5,6
tfmg:purple_concrete_stairs,1.5,6
tfmg:purple_concrete_slab,1.5,6
tfmg:orange_concrete,1.5,6
tfmg:orange_concrete_wall,1.5,6
tfmg:orange_concrete_stairs,1.5,6
tfmg:orange_concrete_slab,1.5,6
tfmg:concrete_wall,1.5,6
tfmg:concrete_stairs,1.5,6
tfmg:concrete,1.5,6
tfmg:white_caution_block,3,6
tfmg:blue_caution_block,3,6
tfmg:light_blue_caution_block,3,6
tfmg:red_caution_block,3,6
tfmg:green_caution_block,3,6
tfmg:lime_caution_block,3,6
tfmg:pink_caution_block,3,6
tfmg:magenta_caution_block,3,6
tfmg:yellow_caution_block,3,6
tfmg:gray_caution_block,3,6
tfmg:light_gray_caution_block,3,6
tfmg:brown_caution_block,3,6
tfmg:cyan_caution_block,3,6
tfmg:purple_caution_block,3,6
tfmg:orange_caution_block,3,6
tfmg:concrete_slab,1.5,6
tfmg:rebar_concrete_wall,40,40
tfmg:rebar_concrete_stairs,40,6
tfmg:rebar_concrete,40,40
tfmg:rebar_concrete_slab,40,40
tfmg:steel_encased_shaft,1.5,6
tfmg:heavy_casing_encased_shaft,1.5,6
tfmg:steel_encased_steel_cogwheel,1.5,6
tfmg:heavy_casing_encased_steel_cogwheel,1.5,6
tfmg:steel_encased_large_steel_cogwheel,1.5,6
tfmg:heavy_casing_encased_large_steel_cogwheel,1.5,6
tfmg:steel_encased_aluminum_cogwheel,1.5,6
tfmg:heavy_casing_encased_aluminum_cogwheel,1.5,6
tfmg:steel_encased_large_aluminum_cogwheel,1.5,6
tfmg:heavy_casing_encased_large_aluminum_cogwheel,1.5,6
tfmg:steel_pipe,5,6
tfmg:copper_encased_steel_pipe,3,6
tfmg:glass_steel_pipe,3,6
tfmg:steel_mechanical_pump,3,6
tfmg:steel_smart_fluid_pipe,3,6
tfmg:steel_fluid_valve,3,6
tfmg:cast_iron_pipe,5,6
tfmg:copper_encased_cast_iron_pipe,3,6
tfmg:glass_cast_iron_pipe,3,6
tfmg:cast_iron_mechanical_pump,3,6
tfmg:cast_iron_smart_fluid_pipe,3,6
tfmg:cast_iron_fluid_valve,3,6
tfmg:brass_pipe,5,6
tfmg:copper_encased_brass_pipe,3,6
tfmg:glass_brass_pipe,3,6
tfmg:brass_mechanical_pump,3,6
tfmg:brass_smart_fluid_pipe,3,6
tfmg:brass_fluid_valve,3,6
tfmg:plastic_pipe,0.8,0.8
tfmg:copper_encased_plastic_pipe,3,6
tfmg:glass_plastic_pipe,3,6
tfmg:plastic_mechanical_pump,3,6
tfmg:plastic_smart_fluid_pipe,3,6
tfmg:plastic_fluid_valve,3,6
tfmg:aluminum_pipe,5,6
tfmg:copper_encased_aluminum_pipe,3,6
tfmg:glass_aluminum_pipe,3,6
tfmg:aluminum_mechanical_pump,3,6
tfmg:aluminum_smart_fluid_pipe,3,6
tfmg:aluminum_fluid_valve,3,6
tfmg:crude_oil,100,100
tfmg:heavy_oil,100,100
tfmg:lubrication_oil,100,100
tfmg:napalm,100,100
tfmg:naphtha,100,100
tfmg:kerosene,100,100
tfmg:gasoline,100,100
tfmg:diesel,100,100
tfmg:creosote,100,100
tfmg:cooling_fluid,100,100
tfmg:sulfuric_acid,100,100
tfmg:liquid_concrete,100,100
tfmg:liquid_asphalt,100,100
tfmg:liquid_plastic,100,100
tfmg:molten_steel,100,100
tfmg:molten_slag,100,100
tfmg:bauxite,1.25,6
tfmg:cut_bauxite,1.25,6
tfmg:cut_bauxite_stairs,1.25,6
tfmg:cut_bauxite_slab,1.25,6
tfmg:cut_bauxite_wall,1.25,6
tfmg:polished_cut_bauxite,1.25,6
tfmg:polished_cut_bauxite_stairs,1.25,6
tfmg:polished_cut_bauxite_slab,1.25,6
tfmg:polished_cut_bauxite_wall,1.25,6
tfmg:cut_bauxite_bricks,1.25,6
tfmg:cut_bauxite_brick_stairs,1.25,6
tfmg:cut_bauxite_brick_slab,1.25,6
tfmg:cut_bauxite_brick_wall,1.25,6
tfmg:small_bauxite_bricks,1.25,6
tfmg:small_bauxite_brick_stairs,1.25,6
tfmg:small_bauxite_brick_slab,1.25,6
tfmg:small_bauxite_brick_wall,1.25,6
tfmg:layered_bauxite,1.25,6
tfmg:bauxite_pillar,1.25,6
tfmg:galena,1.25,0.75
tfmg:cut_galena,1.25,0.75
tfmg:cut_galena_stairs,1.25,0.75
tfmg:cut_galena_slab,1.25,0.75
tfmg:cut_galena_wall,1.25,0.75
tfmg:polished_cut_galena,1.25,0.75
tfmg:polished_cut_galena_stairs,1.25,0.75
tfmg:polished_cut_galena_slab,1.25,0.75
tfmg:polished_cut_galena_wall,1.25,0.75
tfmg:cut_galena_bricks,1.25,0.75
tfmg:cut_galena_brick_stairs,1.25,0.75
tfmg:cut_galena_brick_slab,1.25,0.75
tfmg:cut_galena_brick_wall,1.25,0.75
tfmg:small_galena_bricks,1.25,0.75
tfmg:small_galena_brick_stairs,1.25,0.75
tfmg:small_galena_brick_slab,1.25,0.75
tfmg:small_galena_brick_wall,1.25,0.75
tfmg:layered_galena,1.25,0.75
tfmg:galena_pillar,1.25,0.75
tfmg:green_fire,0,0
tfmg:blue_fire,0,0
createpropulsion:thruster,5.5,4
createpropulsion:inline_optical_sensor,1.5,1
createpropulsion:optical_sensor,2.5,2
createpropulsion:physics_assembler,2.5,2
createpropulsion:lodestone_tracker,2.5,2
createpropulsion:redstone_magnet,2.5,2
createpropulsion:turpentine,100,100
immersiveengineering:creosote_fluid_block,100,100
immersiveengineering:plantoil_fluid_block,100,100
immersiveengineering:ethanol_fluid_block,100,100
immersiveengineering:biodiesel_fluid_block,100,100
immersiveengineering:concrete_fluid_block,100,100
immersiveengineering:herbicide_fluid_block,100,100
immersiveengineering:redstone_acid_fluid_block,100,100
immersiveengineering:acetaldehyde_fluid_block,100,100
immersiveengineering:phenolic_resin_fluid_block,100,100
immersiveengineering:cushion,0.8,0.8
immersiveengineering:balloon,0.8,0.8
immersiveengineering:strip_curtain,0.8,0.8
immersiveengineering:shader_banner,1,1
immersiveengineering:shader_banner_wall,1,1
immersiveengineering:cokebrick,2,8
immersiveengineering:blastbrick,2,8
immersiveengineering:blastbrick_reinforced,2.5,12
immersiveengineering:slag_brick,2,8
immersiveengineering:clinker_brick,2,8
immersiveengineering:clinker_brick_sill,2,8
immersiveengineering:clinker_brick_quoin,2,8
immersiveengineering:coke,5,6
immersiveengineering:slag_gravel,0.6,0.6
immersiveengineering:grit_sand,0.6,0.6
immersiveengineering:hempcrete,2,10
immersiveengineering:hempcrete_brick,1.75,10
immersiveengineering:hempcrete_brick_cracked,1.75,10
immersiveengineering:hempcrete_chiseled,2,10
immersiveengineering:hempcrete_pillar,2,10
immersiveengineering:concrete,2,10
immersiveengineering:concrete_brick,1.75,10
immersiveengineering:concrete_brick_cracked,1.75,10
immersiveengineering:concrete_chiseled,2,10
immersiveengineering:concrete_pillar,2,10
immersiveengineering:concrete_tile,2,10
immersiveengineering:concrete_leaded,2,180
immersiveengineering:insulating_glass,0.5,0.5
immersiveengineering:slag_glass,0.5,0.5
immersiveengineering:concrete_sprayed,0.2,1
immersiveengineering:alloybrick,1.75,10
immersiveengineering:concrete_sheet,2,20
immersiveengineering:concrete_quarter,2,20
immersiveengineering:concrete_three_quarter,2,20
immersiveengineering:coresample,0.5,0.5
immersiveengineering:duroplast,0.5,0.5
immersiveengineering:craftingtable,2,5
immersiveengineering:workbench,2,5
immersiveengineering:circuit_table,2,5
immersiveengineering:gunpowder_barrel,2,5
immersiveengineering:wooden_barrel,2,5
immersiveengineering:turntable,2,5
immersiveengineering:crate,2,5
immersiveengineering:reinforced_crate,2,1200000
immersiveengineering:sorter,2,5
immersiveengineering:item_batcher,2,5
immersiveengineering:fluid_sorter,2,5
immersiveengineering:windmill,2,5
immersiveengineering:watermill,2,5
immersiveengineering:treated_wallmount,2,5
immersiveengineering:logic_unit,2,5
immersiveengineering:razor_wire,3,15
immersiveengineering:toolbox_block,3,15
immersiveengineering:capacitor_lv,3,15
immersiveengineering:capacitor_mv,3,15
immersiveengineering:capacitor_hv,3,15
immersiveengineering:capacitor_creative,3,15
immersiveengineering:metal_barrel,2,5
immersiveengineering:fluid_pump,3,15
immersiveengineering:fluid_placer,3,15
immersiveengineering:blastfurnace_preheater,3,15
immersiveengineering:furnace_heater,3,15
immersiveengineering:dynamo,3,15
immersiveengineering:thermoelectric_generator,3,15
immersiveengineering:electric_lantern,3,15
immersiveengineering:charging_station,3,15
immersiveengineering:fluid_pipe,3,15
immersiveengineering:sample_drill,3,15
immersiveengineering:tesla_coil,3,15
immersiveengineering:floodlight,3,15
immersiveengineering:turret_chem,3,15
immersiveengineering:turret_gun,3,15
immersiveengineering:cloche,3,15
immersiveengineering:electromagnet,3,15
immersiveengineering:coil_lv,3,15
immersiveengineering:coil_mv,3,15
immersiveengineering:coil_hv,3,15
immersiveengineering:rs_engineering,3,15
immersiveengineering:heavy_engineering,3,15
immersiveengineering:light_engineering,3,15
immersiveengineering:generator,3,15
immersiveengineering:radiator,3,15
immersiveengineering:steel_fence,3,15
immersiveengineering:alu_fence,3,15
immersiveengineering:steel_wallmount,3,15
immersiveengineering:alu_wallmount,3,15
immersiveengineering:steel_post,3,15
immersiveengineering:alu_post,3,15
immersiveengineering:lantern,3,15
immersiveengineering:steel_slope,3,15
immersiveengineering:alu_slope,3,15
immersiveengineering:connector_structural,3,15
immersiveengineering:transformer,3,15
immersiveengineering:post_transformer,3,15
immersiveengineering:transformer_hv,3,15
immersiveengineering:breaker_switch,3,15
immersiveengineering:redstone_breaker,3,15
immersiveengineering:current_transformer,3,15
immersiveengineering:connector_redstone,3,15
immersiveengineering:connector_probe,3,15
immersiveengineering:connector_bundled,3,15
immersiveengineering:feedthrough,3,15
immersiveengineering:hemp,0,0
immersiveengineering:potted_hemp,0,0
immersiveengineering:fake_light,0,0
immersiveengineering:sheetmetal_copper,2,2
immersiveengineering:slab_sheetmetal_copper,2,2
immersiveengineering:sheetmetal_aluminum,2,2
immersiveengineering:slab_sheetmetal_aluminum,2,2
immersiveengineering:ore_aluminum,3,3
immersiveengineering:deepslate_ore_aluminum,4.5,3
immersiveengineering:raw_block_aluminum,5,6
immersiveengineering:storage_aluminum,5,10
immersiveengineering:slab_storage_aluminum,5,10
immersiveengineering:sheetmetal_lead,2,2
immersiveengineering:slab_sheetmetal_lead,2,2
immersiveengineering:ore_lead,3,3
